class_bot,tweets_count,followers_count,friends_count,favourites_count,listed_count,protected,verified,avg_tweet_length,avg_hashtags,avg_mentions,avg_retweets,max_favorite,num_reply,num_retweet,description_contains_bot,friends_followers_ratio,retweet_followers_ratio,favorites_followers_ratio,avg_mentions_status_ratio,avg_favorite_status_ratio,account_age,followers_account_age_ratio,friends_account_age_ratio
0,76086,1120,340,3372,42,0,0,84.35738619,0.117993187,1.025704552,114.4233509,22,1809,784,0,0.303571429,0.7,3.010714286,1.35E-05,3.90E-06,117081,0.009566027,0.002903972
0,13827,974,1428,161,94,0,0,101.1162137,0.440174945,0.714776632,13.35395189,7,730,189,0,1.466119097,0.194045175,0.165297741,5.17E-05,8.72E-06,116953,0.008328132,0.012210033
0,63440,986,658,161,40,0,0,89.38897491,0.117683493,0.870857851,148.551564,81,1355,1011,0,0.667342799,1.02535497,0.163286004,1.37E-05,7.08E-06,116922,0.008432972,0.005627683
0,1588,1297,1998,701,31,0,0,93.59860495,0.544071021,0.91439442,144.1445783,7,244,543,0,1.540478026,0.418658443,0.540478026,0.000575815,7.27E-05,116859,0.011098846,0.017097528
0,3426,34,161,2759,2,0,0,80.26060214,0.465199094,1.188086759,1389.645193,2,506,2096,0,4.735294118,61.64705882,81.14705882,0.000346785,4.54E-06,116794,0.000291111,0.001378495
0,118073,3030,283,68,106,0,0,69.7224276,0.147874307,1.40788663,30.22181146,60,2446,219,0,0.09339934,0.072277228,0.022442244,1.19E-05,1.60E-06,116770,0.025948446,0.002423568
0,25701,1487,726,352,79,0,0,95.00373018,0.233447311,1.302455704,302.0596829,11,1378,1439,0,0.488231338,0.967720242,0.236718225,5.07E-05,4.93E-06,116752,0.012736399,0.006218309
0,43009,579,663,1944,43,0,0,87.11943069,0.322710396,1.055074257,183.3685025,8,1359,975,0,1.14507772,1.683937824,3.357512953,2.45E-05,4.76E-06,116513,0.004969403,0.005690352
0,26783,22452,24691,195,492,0,0,103.5978428,0.066563945,0.234206471,86.69553159,5,130,47,0,1.099723855,0.002093355,0.008685195,8.74E-06,2.72E-06,116513,0.192699527,0.211916267
0,17282,242,139,466,16,0,0,102.6290123,0.276851852,1.071296296,603.8697531,7,484,2419,0,0.574380165,9.995867769,1.925619835,6.20E-05,6.97E-06,116453,0.002078092,0.001193615
0,72495,4745,2404,2868,220,0,0,70.63266583,0.428347935,0.724342929,45.91770964,68,220,756,0,0.506638567,0.159325606,0.604425711,9.99E-06,1.47E-05,116402,0.040763904,0.020652566
0,8303,535,375,1596,11,0,0,84.3802685,0.133624727,0.774586325,183.2887918,19,1035,736,0,0.700934579,1.375700935,2.98317757,9.33E-05,5.26E-05,116266,0.004601517,0.003225363
0,593,543,445,514,9,0,0,71.55892256,0.143097643,0.671717172,5823.143098,8,162,111,0,0.819521179,0.20441989,0.946593002,0.001132744,0.000738129,116208,0.004672656,0.00382934
0,18087,423,152,28,24,0,0,94.14401749,0.162761637,0.95532646,139.9119025,5,1707,537,0,0.359338061,1.269503546,0.066193853,5.28E-05,5.03E-06,116180,0.003640902,0.001308315
0,1410,844,1416,111,24,0,0,94.22727273,0.448863636,0.694602273,2410.539063,21,313,99,0,1.677725118,0.117298578,0.131516588,0.000492626,0.000117364,116157,0.007266028,0.012190397
0,11816,1234,532,3576,95,0,0,94.45720443,0.123152709,0.921182266,5.63885468,17,1764,215,0,0.431118314,0.174230146,2.897893031,7.80E-05,3.32E-05,116088,0.010629867,0.00458273
0,2831,887,1598,52,5,0,0,67.87601554,0.053691275,0.259625574,1191.858707,2,455,35,0,1.801578354,0.03945885,0.058624577,9.17E-05,7.99E-06,115917,0.007652027,0.013785726
0,1187,376,399,728,15,0,0,80.88195616,0.177065767,0.720910624,57.69561551,7,107,297,0,1.061170213,0.789893617,1.936170213,0.000607338,0.000117916,115905,0.003244036,0.003442474
0,36430,1439,1591,6761,91,0,0,81.95001562,0.112152452,1.296469853,272.5910653,13,1820,706,0,1.105628909,0.490618485,4.698401668,3.56E-05,1.46E-05,115861,0.012420055,0.013731972
0,553,65,218,255,0,0,0,61.97058824,0.216911765,0.608455882,170.9227941,5,117,140,0,3.353846154,2.153846154,3.923076923,0.001100282,0.000465376,115818,0.000561225,0.001882264
0,32704,4432,2672,2715,161,0,1,109.2557276,0.374303406,1.095975232,91.83157895,50,1121,745,0,0.602888087,0.168095668,0.612590253,3.35E-05,2.70E-05,115769,0.038283133,0.023080445
0,676,58,178,70,0,0,0,89.03851852,0.306666667,0.622222222,66.71851852,4,255,70,0,3.068965517,1.206896552,1.206896552,0.000920447,0.000127109,115739,0.000501128,0.001537943
0,21651,683,97,295,55,0,0,95.30584941,0.156813939,0.687305538,104.2747355,4,1137,370,0,0.142020498,0.541727672,0.431918009,3.17E-05,4.11E-06,115698,0.0059033,0.00083839
0,7226,228,113,19,19,0,0,92.44023413,0.163585952,0.800369686,54.12569316,15,1524,457,0,0.495614035,2.004385965,0.083333333,0.000110762,1.95E-05,115644,0.001971568,0.000977137
0,100611,1457,282,584,61,0,0,80.96241528,0.066543438,0.789279113,21.94701171,24,1796,306,0,0.193548387,0.21002059,0.40082361,7.84E-06,1.45E-06,115521,0.012612425,0.002441115
0,110996,525,166,0,41,0,0,41.48215948,0.04685076,0.633571207,0.009928638,4,1970,0,0,0.316190476,0,0,5.71E-06,2.24E-07,115394,0.00454963,0.00143855
0,4028,138,737,101,5,0,0,110.2858034,0.353822153,1.043057722,99.22839314,13,187,1890,0,5.34057971,13.69565217,0.731884058,0.000258952,3.64E-06,115377,0.001196079,0.006387755
0,95366,114727,1362,1746,2825,0,1,120.2909988,0.545622688,1.086929716,57.88686806,294,78,1622,0,0.011871661,0.01413791,0.015218737,1.14E-05,2.85E-05,115344,0.994650784,0.011808156
0,3451,4956,2652,239,244,0,0,113.5808365,0.464107366,0.792134831,34.06242197,6,780,402,0,0.535108959,0.081113801,0.048224374,0.000229538,5.04E-05,115341,0.042968242,0.022992691
0,59052,332,833,1862,45,0,0,67.49261538,0.036,0.559076923,34.08,22,1331,163,0,2.509036145,0.490963855,5.608433735,9.47E-06,2.35E-06,115209,0.002881719,0.007230338
0,19546,806,738,1555,42,0,0,115.026794,0.391130274,0.960886973,97.83338466,25,274,1781,0,0.915632754,2.209677419,1.929280397,4.92E-05,5.01E-06,115203,0.006996346,0.006406083
0,6365,75,142,618,5,0,0,42.36891386,0.410424469,0.339575531,128.6235955,4,523,283,0,1.893333333,3.773333333,8.24,5.34E-05,1.29E-05,115130,0.000651438,0.001233388
0,16942,534,860,41,22,0,0,88.55514019,0.270404984,0.774766355,229.8115265,15,857,835,0,1.610486891,1.563670412,0.076779026,4.57E-05,5.48E-06,115103,0.004639323,0.007471569
0,44646,29139,906,2809,1277,0,0,88.38600874,0.048407245,0.77014366,63.29169269,486,1218,402,0,0.03109235,0.013795944,0.096400014,1.73E-05,0.000111859,114809,0.253804144,0.007891367
0,15813,1787,838,829,87,0,0,94.31494607,0.393528505,1.092449923,1041.928197,22,1679,161,0,0.468942361,0.090095132,0.463905988,6.91E-05,1.15E-05,114672,0.015583578,0.0073078
0,49542,1388,1233,551,76,0,0,76.83192752,0.099031553,0.987191503,123.9581381,14,1556,719,0,0.88832853,0.518011527,0.396974063,1.99E-05,4.08E-06,114575,0.012114336,0.01076151
0,1476,813,837,207,21,0,0,102.0224185,0.294836957,1.067934783,106.8029891,8,421,321,0,1.029520295,0.394833948,0.254612546,0.000723533,6.49E-05,114569,0.00709616,0.007305641
0,7959,1231,1997,1465,32,0,0,96.24310078,0.19379845,0.512868217,39.56930233,15,592,412,0,1.622258327,0.334687246,1.190089358,6.44E-05,1.67E-05,114556,0.010745836,0.017432522
0,3505,1454,1998,676,7,0,0,82.06810263,0.271143491,0.859993665,266.3519164,4,796,495,0,1.374140303,0.340440165,0.464924347,0.000245362,8.31E-06,114545,0.012693701,0.017442926
0,2755,132,174,37,3,0,0,88.85496183,0.076699382,0.368956743,1261.299891,5,718,33,0,1.318181818,0.25,0.28030303,0.000133923,2.97E-05,114455,0.001153292,0.001520248
0,333504,986837,1111,1937,4840,0,1,109.2316578,0.381829535,1.135810178,8.938495161,407,177,1246,0,0.001125819,0.00126262,0.001962837,3.41E-06,1.29E-05,114303,8.63351793,0.00971978
0,123707,1297,518,147,57,0,0,67.17131351,0.025092937,0.895600991,12.05638166,12,2307,157,0,0.399383192,0.121048574,0.113338473,7.24E-06,3.45E-06,114081,0.011369115,0.004540633
0,2194,499,226,36,19,0,0,85.20319635,0.112328767,0.570319635,6.797260274,5,867,79,0,0.452905812,0.158316633,0.072144289,0.000259945,7.70E-06,113919,0.004380305,0.001983866
0,26577,2474,224,1962,77,0,0,88.24776304,0.02653502,0.48719531,0.495526072,30,1139,101,0,0.090541633,0.040824576,0.793047696,1.83E-05,3.71E-05,113674,0.021763992,0.001970547
0,59543,4126,4094,2170,195,0,0,79.57156134,0.4244114,0.667596035,8.561028501,11,1112,233,0,0.992244304,0.056471159,0.525933107,1.12E-05,7.47E-06,113663,0.036300291,0.036018757
0,5955,236,124,8134,1,0,0,62.85138139,0.245474754,0.512861226,107.9933312,13,837,517,0,0.525423729,2.190677966,34.46610169,8.61E-05,0.000147022,113626,0.002076989,0.0010913
0,21537,2622,1231,5837,63,0,0,75.80785891,0.233910891,0.917388614,160.4650371,78,995,883,0,0.46948894,0.336765828,2.226163234,4.26E-05,0.000113091,113552,0.023090743,0.010840848
0,11525,239,431,756,3,0,0,69.69377541,0.024397873,0.820456678,17.52830779,6,2128,196,0,1.80334728,0.820083682,3.163179916,7.12E-05,1.34E-05,113507,0.002105597,0.003797123
0,6051,1214,1989,1492,28,0,0,61.41838917,0.078403421,0.875267284,78.30933713,15,731,160,0,1.638385502,0.131795717,1.228995058,0.000144648,6.69E-05,113456,0.010700183,0.017531025
0,14140,1101,1135,1064,36,0,0,85.14134824,0.877912395,0.798384591,1166.34576,56,566,572,0,1.030881017,0.519527702,0.966394187,5.65E-05,3.80E-05,113435,0.009705999,0.01000573
0,1428,721,774,148,22,0,0,92.20336606,0.81486676,0.59256662,34.52033661,8,229,186,0,1.073509015,0.257975035,0.205270458,0.000414963,0.000118841,113122,0.00637365,0.00684217
0,74015,917,425,6980,52,0,0,77.95204208,0.797648515,0.372524752,37.90810644,3,428,323,0,0.46346783,0.352235551,7.611777535,5.03E-06,1.27E-06,113067,0.008110236,0.003758833
0,14159,1209,378,629,80,0,0,62.95746663,0.29493946,0.725551071,61.60819621,119,1139,273,0,0.312655087,0.225806452,0.520264682,5.12E-05,7.05E-05,113002,0.010698926,0.003345074
0,12088,275,316,130,11,0,0,70.34130435,0.379192547,0.539440994,124.5534161,24,907,449,0,1.149090909,1.632727273,0.472727273,4.46E-05,4.96E-06,112897,0.002435849,0.002799011
0,10304,127,225,216,2,0,0,64.71314004,0.00400987,0.260641579,8.102097471,4,760,17,0,1.771653543,0.133858268,1.700787402,2.53E-05,2.13E-05,112651,0.001127376,0.001997319
0,2111,113,329,99,3,0,0,94.8188715,0.215742058,1.109530583,65.39592224,22,1187,119,0,2.911504425,1.053097345,0.876106195,0.000525595,9.37E-05,112577,0.001003757,0.002922444
0,22763,974,856,357,81,0,0,85.14272475,0.085264133,0.704355885,258.2224282,10,1516,274,0,0.878850103,0.281314168,0.366529774,3.09E-05,4.68E-06,112561,0.008653086,0.007604765
0,78147,1059,713,880,42,0,0,75.03596899,0.055813953,0.944496124,63.31534884,54,2131,180,0,0.673276676,0.169971671,0.830972616,1.21E-05,2.87E-06,112540,0.009409988,0.006335525
0,91498,3521,987,53631,28,0,0,58.35749844,0.031736154,0.922526447,7.422526447,1556,2149,205,0,0.280318091,0.058222096,15.23175234,1.01E-05,4.94E-05,112520,0.031292215,0.008771774
0,6964,897,633,638,30,0,0,79.7251317,0.230554695,0.773163929,1191.635575,43,1215,375,0,0.705685619,0.418060201,0.711259755,0.000111023,3.32E-05,112465,0.007975815,0.005628418
0,5609,298,386,95,23,0,0,99.79060361,0.181393902,1.15152458,61.98537648,7,1775,669,0,1.295302013,2.244966443,0.318791946,0.000205299,1.55E-05,112283,0.002654008,0.003437742
0,1599,119,145,272,4,0,0,83.17117684,1.174952801,0.351164254,125.0623033,10,195,165,0,1.218487395,1.386554622,2.285714286,0.000219615,4.53E-05,112272,0.001059926,0.001291506
0,4558,973,1165,2042,41,0,0,94.34361371,0.37165109,0.81152648,29.51028037,22,1755,356,0,1.197327852,0.365878726,2.098663926,0.000178044,6.63E-05,111898,0.008695419,0.010411267
0,37153,1908,1156,444,72,0,0,72.56570019,0.284083899,0.910549044,232.7649599,3,1555,351,0,0.605870021,0.183962264,0.232704403,2.45E-05,9.71E-07,111896,0.017051548,0.010331022
0,28583,13095,7672,3568,664,0,0,95.79082111,0.241336247,0.254136747,0.541367468,6,394,21,0,0.58587247,0.001603666,0.272470409,8.89E-06,5.76E-06,111882,0.117042956,0.068572246
0,7983,1325,2000,331,75,0,0,103.0292107,0.339030454,0.636730889,137.3567433,8,538,750,0,1.509433962,0.566037736,0.249811321,7.98E-05,1.20E-05,111764,0.011855338,0.01789485
0,3556,852,1754,266,16,0,0,70.17371182,0.309163838,0.510027769,164.2091947,19,977,178,0,2.058685446,0.208920188,0.312206573,0.000143427,7.46E-05,111735,0.007625185,0.015697857
0,9554,1446,1047,731,35,0,0,92.11460604,0.279663656,0.34132669,198.2382435,8,106,368,0,0.72406639,0.254495159,0.505532503,3.57E-05,1.52E-05,111657,0.012950375,0.009376931
0,1735,82,100,33,3,0,0,80.15639535,0.24127907,0.84244186,151.294186,4,727,341,0,1.219512195,4.158536585,0.402439024,0.000485557,1.94E-05,111564,0.000735004,0.000896346
0,14401,1061,1726,5253,29,0,0,92.49563046,0.619850187,1.084269663,83.36860175,22,935,1129,0,1.626767201,1.064090481,4.950989632,7.53E-05,1.73E-05,111543,0.009512027,0.015473853
0,12181,1417,281,1509,115,0,0,90.01143387,0.161619283,0.860630408,194.0584054,20,1107,814,0,0.198306281,0.57445307,1.0649259,7.07E-05,2.81E-05,111521,0.012706127,0.002519705
0,9596,1375,1079,429,98,0,0,115.6932668,0.403054863,1.226620948,61.62718204,10,734,1626,0,0.784727273,1.182545455,0.312,0.000127826,1.21E-05,111488,0.012333166,0.009678172
0,163168,6314,6735,6568,367,0,0,91.81559406,0.360148515,1.214727723,9.212561881,163,1965,359,0,1.066677225,0.056857776,1.040228065,7.44E-06,7.75E-06,111487,0.056634406,0.060410631
0,57613,622,475,11363,15,0,0,64.47654784,0.08630394,0.959036898,34.9590369,36,2326,198,0,0.763665595,0.318327974,18.26848875,1.66E-05,3.70E-06,111443,0.005581329,0.004262269
0,10642,772,931,355,33,0,0,105.778192,1.663870767,0.804597701,118.1935384,5,576,920,0,1.205958549,1.191709845,0.45984456,7.56E-05,8.90E-06,111405,0.006929671,0.008356896
0,84919,3975,1803,14566,153,0,0,104.9713752,0.291848164,0.635345364,9.019290604,23,460,462,0,0.453584906,0.116226415,3.664402516,7.48E-06,7.01E-06,111321,0.035707548,0.016196405
0,73940,1432,592,887,71,0,0,98.07147258,1.063462723,0.882316697,192.9491682,8,1144,381,0,0.413407821,0.266061453,0.619413408,1.19E-05,3.04E-06,111302,0.012865896,0.005318862
0,40639,1154,664,2069,21,0,0,75.13066256,0.121109399,1.094607088,123.4209553,10,1966,709,0,0.575389948,0.614384749,1.792894281,2.69E-05,3.08E-06,111248,0.01037322,0.005968647
0,10218,3152,2522,339,86,0,0,104.8335921,0.362930767,1.185656628,27.91648556,12,324,1312,0,0.800126904,0.416243655,0.107550761,0.000116036,2.70E-05,111236,0.02833615,0.022672516
0,12309,1373,2001,4908,41,0,0,103.7956888,0.720712277,1.251483911,37.21305842,13,668,1488,0,1.457392571,1.083758194,3.574654042,0.000101672,4.37E-05,111234,0.012343348,0.017989104
0,17511,4774,3822,1031,214,0,0,81.96308933,0.508684864,1.063275434,37.85638958,13,1127,566,0,0.80058651,0.11855886,0.215961458,6.07E-05,1.89E-05,111194,0.042933971,0.034372358
0,1307,118,399,241,1,0,0,75.24251727,0.534919417,0.854950115,396.4965464,3,441,90,0,3.381355932,0.762711864,2.042372881,0.000654132,3.11E-05,111134,0.001061781,0.00359026
0,45063,1096,844,256,32,0,0,72.14471645,0.625348621,0.953517199,36.78308026,39,903,633,0,0.770072993,0.577554745,0.233576642,2.12E-05,4.85E-06,111081,0.009866674,0.007598059
0,704,236,445,104,14,0,0,83.24108417,0.236804565,0.942938659,31.510699,44,484,72,0,1.88559322,0.305084746,0.440677966,0.001339402,0.000399186,111044,0.002125284,0.00400742
0,10043,1951,750,882,37,0,0,86.21817058,0.311495674,1.260506799,128.4057478,20,1593,561,0,0.384418247,0.287544849,0.452075859,0.000125511,4.53E-05,111012,0.017574677,0.006756026
0,36161,2044,1740,2447,56,0,0,83.97460815,0.323824451,0.670219436,170.5498433,54,535,962,0,0.851272016,0.470645793,1.197162427,1.85E-05,4.53E-06,111011,0.01841259,0.015674122
0,23645,1008,1756,897,66,0,0,98.63466915,0.319664492,0.902143523,324.2836285,41,997,856,0,1.742063492,0.849206349,0.889880952,3.82E-05,1.09E-05,110962,0.009084191,0.015825237
0,11079,1276,337,2852,53,0,0,99.02557781,0.433898305,0.818489985,26.6816641,12,939,486,0,0.264106583,0.380877743,2.235109718,7.39E-05,5.16E-05,110892,0.011506691,0.003038993
0,58627,6584,907,11,424,0,0,86.34034653,0.241955446,1.304455446,42.77289604,14,2192,217,0,0.137758202,0.032958688,0.001670717,2.23E-05,4.32E-06,110891,0.059373619,0.008179203
0,25655,361,983,1768,10,0,0,94.60130112,1.071251549,0.859355638,245.5545229,15,305,1269,0,2.72299169,3.515235457,4.897506925,3.35E-05,7.38E-06,110825,0.003257388,0.00886984
0,13900,7184,1649,696,314,0,0,79.60698825,0.256648114,1.105751391,46.98824985,7,1906,422,0,0.229537862,0.058741648,0.09688196,7.96E-05,1.11E-05,110739,0.064873261,0.01489087
0,11242,333,379,969,9,0,0,73.9078413,0.479850047,0.582630428,1150.171821,6,1133,201,0,1.138138138,0.603603604,2.90990991,5.18E-05,2.65E-05,110727,0.003007397,0.003422833
0,784,571,1991,14,11,0,0,52.53256705,0.006385696,0.127713921,0.09706258,1,85,5,0,3.486865149,0.008756567,0.024518389,0.0001629,6.52E-06,110592,0.005163122,0.018003111
0,37891,521,605,879,7,0,0,74.08101266,0.539873418,0.507594937,6354.215823,3,219,1289,0,1.161228407,2.474088292,1.687140115,1.34E-05,1.25E-06,110515,0.004714292,0.00547437
0,1127,599,901,869,5,0,0,95.76523297,0.389784946,0.994623656,293.3467742,24,226,532,0,1.504173623,0.888146912,1.450751252,0.000882541,0.000155836,110469,0.005422336,0.008156134
0,1518,270,264,2163,6,0,0,99.37375083,0.406395736,1.140572951,262.6009327,6,461,754,0,0.977777778,2.792592593,8.011111111,0.000751366,0.000113231,110396,0.002445741,0.002391391
0,24759,1652,1487,13059,76,0,0,81.9623573,0.074359766,0.811786486,1.563714903,127,1559,142,0,0.900121065,0.085956416,7.90496368,3.28E-05,9.32E-05,110317,0.014975027,0.013479337
0,35987,12875,392,1264,202,0,1,109.2382582,0.453810264,1.483670295,239.5225505,21,403,2138,0,0.030446602,0.166058252,0.098174757,4.12E-05,2.24E-05,110299,0.116728166,0.003553976
0,3218,273,258,2476,8,0,0,96.30927835,0.211496407,0.777257107,1212.861918,14,770,491,0,0.945054945,1.798534799,9.06959707,0.000241534,2.05E-05,110296,0.002475158,0.00233916
